date,sku_id,category,units_sold,units_received,closing_stock,lead_time_days,is_new_sku,sold_lag_1,sold_lag_7,sold_roll_mean_7,sold_roll_mean_14,sold_roll_mean_7_prev,demand_trend,day_of_week,days_of_cover
2026-02-24,SKU-1000,Snacks,109.0,0,1359.0,7,False,58.0,143.0,96.85714285714286,105.64285714285714,114.42857142857143,-17.57142857142857,1,14.030973451327434
2026-02-25,SKU-1000,Snacks,139.0,0,1220.0,7,False,109.0,86.0,92.0,103.92857142857143,115.85714285714286,-23.85714285714286,2,13.26086956521739
2026-02-26,SKU-1000,Snacks,110.0,0,1110.0,7,False,139.0,81.0,99.57142857142857,105.85714285714286,112.14285714285714,-12.57142857142857,3,11.14777618364419
2026-02-27,SKU-1000,Snacks,64.0,0,1046.0,7,False,110.0,105.0,103.71428571428571,105.28571428571429,106.85714285714286,-3.142857142857153,4,10.085399449035814
2026-02-28,SKU-1000,Snacks,57.0,0,989.0,7,False,64.0,92.0,97.85714285714286,102.42857142857143,107.0,-9.142857142857139,5,10.106569343065694
2026-03-01,SKU-1000,Snacks,97.0,0,892.0,7,False,57.0,113.0,92.85714285714286,99.07142857142857,105.28571428571429,-12.42857142857143,6,9.606153846153846
2026-03-02,SKU-1000,Snacks,97.0,0,728.0,7,False,97.0,58.0,90.57142857142857,98.5,106.42857142857143,-15.857142857142861,0,8.037854889589905
2026-03-03,SKU-1000,Snacks,156.0,939,1511.0,7,False,97.0,109.0,96.14285714285714,96.5,96.85714285714286,-0.7142857142857224,1,15.716196136701338
2026-03-04,SKU-1000,Snacks,76.0,0,1435.0,7,False,156.0,139.0,102.85714285714286,97.42857142857143,92.0,10.857142857142861,2,13.951388888888888
2026-03-04,SKU-1000,Snacks,76.0,0,1435.0,7,False,76.0,110.0,93.85714285714286,96.71428571428571,99.57142857142857,-5.714285714285708,2,15.289193302891933
2026-03-05,SKU-1000,Snacks,66.0,0,1369.0,7,False,76.0,64.0,89.0,96.35714285714286,103.71428571428571,-14.714285714285708,3,15.382022471910112
2026-03-06,SKU-1000,Snacks,75.0,0,1294.0,7,False,66.0,57.0,89.28571428571429,93.57142857142857,97.85714285714286,-8.57142857142857,4,14.492799999999999
2026-03-07,SKU-1000,Snacks,136.0,0,1158.0,7,False,75.0,97.0,91.85714285714286,92.35714285714286,92.85714285714286,-1.0,5,12.606531881804043
2026-03-08,SKU-1000,Snacks,113.0,0,1045.0,7,False,136.0,97.0,97.42857142857143,94.0,90.57142857142857,6.857142857142861,6,10.725806451612902
2026-03-09,SKU-1000,Snacks,89.0,0,956.0,7,False,113.0,156.0,99.71428571428571,97.92857142857143,96.14285714285714,3.5714285714285694,0,9.587392550143267
2026-03-10,SKU-1000,Snacks,197.0,0,759.0,7,False,89.0,76.0,90.14285714285714,96.5,102.85714285714286,-12.714285714285722,1,8.419968304278923
2026-03-11,SKU-1000,Snacks,120.0,0,639.0,7,False,197.0,76.0,107.42857142857143,100.64285714285714,93.85714285714286,13.57142857142857,2,5.94813829787234
2026-03-12,SKU-1000,Snacks,113.0,0,639.0,7,False,120.0,66.0,113.71428571428571,101.35714285714286,89.0,24.714285714285708,3,5.619346733668342
2026-03-13,SKU-1000,Snacks,95.0,0,431.0,7,False,113.0,75.0,120.42857142857143,104.85714285714286,89.28571428571429,31.14285714285714,4,3.578884934756821
2026-03-14,SKU-1000,Snacks,91.0,0,340.0,7,False,95.0,136.0,123.28571428571429,107.57142857142857,91.85714285714286,31.42857142857143,5,2.757821552723059
2026-03-15,SKU-1000,Snacks,118.0,1120,1342.0,7,False,91.0,113.0,116.85714285714286,107.14285714285714,97.42857142857143,19.42857142857143,6,11.484107579462103
2026-03-16,SKU-1000,Snacks,140.0,0,1202.0,7,False,118.0,89.0,117.57142857142857,108.64285714285714,99.71428571428571,17.85714285714286,0,10.223572296476306
2026-03-17,SKU-1000,Snacks,109.0,0,1093.0,7,False,140.0,197.0,124.85714285714286,107.5,90.14285714285714,34.71428571428572,1,8.754004576659039
2026-03-18,SKU-1000,Snacks,77.0,0,1016.0,7,False,109.0,120.0,112.28571428571429,109.85714285714286,107.42857142857143,4.857142857142861,2,9.048346055979643
2026-03-19,SKU-1000,Snacks,56.0,0,960.0,7,False,77.0,113.0,106.14285714285714,109.92857142857143,113.71428571428571,-7.571428571428569,3,9.044414535666219
2026-03-20,SKU-1000,Snacks,151.0,0,809.0,7,False,56.0,95.0,98.0,109.21428571428571,120.42857142857143,-22.42857142857143,4,8.255102040816327
2026-03-21,SKU-1000,Snacks,85.0,0,724.0,7,False,151.0,91.0,106.0,114.64285714285714,123.28571428571429,-17.285714285714292,5,6.830188679245283
2026-03-22,SKU-1000,Snacks,108.0,0,616.0,7,False,85.0,118.0,105.14285714285714,111.0,116.85714285714286,-11.714285714285722,6,5.858695652173913
2026-03-23,SKU-1000,Snacks,123.0,0,493.0,7,False,108.0,140.0,103.71428571428571,110.64285714285714,117.57142857142857,-13.857142857142861,0,4.753443526170799
2026-03-24,SKU-1000,Snacks,94.0,0,399.0,7,False,123.0,109.0,101.28571428571429,113.07142857142857,124.85714285714286,-23.57142857142857,1,3.93935119887165
2026-03-25,SKU-1000,Snacks,107.0,0,292.0,7,False,94.0,77.0,99.14285714285714,105.71428571428571,112.28571428571429,-13.142857142857153,2,2.9452449567723344
2026-03-26,SKU-1000,Snacks,96.0,1114,1310.0,7,False,107.0,56.0,103.42857142857143,104.78571428571429,106.14285714285714,-2.714285714285708,3,12.66574585635359
2026-03-27,SKU-1000,Snacks,134.0,0,1176.0,7,False,96.0,151.0,109.14285714285714,103.57142857142857,98.0,11.142857142857139,4,10.774869109947645
2026-03-28,SKU-1000,Snacks,182.0,0,994.0,7,False,134.0,85.0,106.71428571428571,106.35714285714286,106.0,0.7142857142857082,5,9.31459170013387
2026-03-29,SKU-1000,Snacks,105.0,0,889.0,7,False,182.0,108.0,120.57142857142857,112.85714285714286,105.14285714285714,15.42857142857143,6,7.373222748815166
2026-03-30,SKU-1000,Snacks,117.0,0,772.0,7,False,105.0,123.0,120.14285714285714,111.92857142857143,103.71428571428571,16.42857142857143,0,6.425683709869204
2026-03-31,SKU-1000,Snacks,139.0,0,633.0,7,False,117.0,94.0,119.28571428571429,110.28571428571429,101.28571428571429,18.0,1,5.3065868263473055
2026-04-01,SKU-1000,Snacks,128.0,0,505.0,7,False,139.0,107.0,125.71428571428571,112.42857142857143,99.14285714285714,26.57142857142857,2,4.017045454545455
2026-04-02,SKU-1000,Snacks,124.0,898,1279.0,7,False,128.0,96.0,128.71428571428572,116.07142857142857,103.42857142857143,25.285714285714292,3,9.936736958934517
2026-04-03,SKU-1000,Snacks,108.0,0,1171.0,7,False,124.0,134.0,132.71428571428572,120.92857142857143,109.14285714285714,23.571428571428584,4,8.823466092572659
2026-04-04,SKU-1000,Snacks,91.0,0,1080.0,7,False,108.0,182.0,129.0,117.85714285714286,106.71428571428571,22.285714285714292,5,8.372093023255815
2026-04-05,SKU-1000,Snacks,72.0,0,1080.0,7,False,91.0,105.0,116.0,118.28571428571429,120.57142857142857,-4.571428571428569,6,9.310344827586206
2026-04-06,SKU-1000,Snacks,86.0,0,922.0,7,False,72.0,117.0,111.28571428571429,115.71428571428571,120.14285714285714,-8.857142857142847,0,8.284980744544287
2026-04-07,SKU-1000,Snacks,86.0,0,811.0,7,False,86.0,139.0,106.85714285714286,113.07142857142857,119.28571428571429,-12.42857142857143,1,7.589572192513368
2026-04-08,SKU-1000,Snacks,100.0,0,711.0,7,False,86.0,128.0,99.28571428571429,112.5,125.71428571428571,-26.428571428571416,2,7.16115107913669
2026-04-09,SKU-1000,Snacks,155.0,0,556.0,7,False,100.0,124.0,95.28571428571429,112.0,128.71428571428572,-33.42857142857143,3,5.835082458770614
2026-04-10,SKU-1000,Snacks,119.0,1012,1449.0,7,False,155.0,108.0,99.71428571428571,116.21428571428571,132.71428571428572,-33.000000000000014,4,14.531518624641835
2026-04-11,SKU-1000,Snacks,80.0,0,1369.0,7,False,119.0,91.0,101.28571428571429,115.14285714285714,129.0,-27.714285714285708,5,13.516220028208744
2026-04-12,SKU-1000,Snacks,123.0,0,1246.0,7,False,80.0,72.0,99.71428571428571,107.85714285714286,116.0,-16.285714285714292,6,12.49570200573066
2026-04-13,SKU-1000,Snacks,92.0,0,1154.0,7,False,123.0,86.0,107.0,109.14285714285714,111.28571428571429,-4.285714285714292,0,10.785046728971963
2026-04-14,SKU-1000,Snacks,105.0,0,1049.0,7,False,92.0,86.0,107.85714285714286,107.35714285714286,106.85714285714286,1.0,1,9.725827814569536
2026-04-15,SKU-1000,Snacks,117.0,0,932.0,7,False,105.0,100.0,110.57142857142857,104.92857142857143,99.28571428571429,11.285714285714278,2,8.428940568475452
2026-04-16,SKU-1000,Snacks,118.0,0,814.0,7,False,117.0,155.0,113.0,104.14285714285714,95.28571428571429,17.714285714285708,3,7.20353982300885
2026-04-17,SKU-1000,Snacks,135.0,0,679.0,7,False,118.0,119.0,107.71428571428571,103.71428571428571,99.71428571428571,8.0,4,6.3037135278514596
2026-04-18,SKU-1000,Snacks,156.0,0,523.0,7,False,135.0,80.0,110.0,105.64285714285714,101.28571428571429,8.714285714285708,5,4.754545454545455
2026-04-19,SKU-1000,Snacks,149.0,0,374.0,7,False,156.0,123.0,120.85714285714286,110.28571428571429,99.71428571428571,21.142857142857153,6,3.094562647754137
2026-04-20,SKU-1000,Snacks,119.0,0,255.0,7,False,149.0,92.0,124.57142857142857,115.78571428571429,107.0,17.57142857142857,0,2.0470183486238533
2026-04-21,SKU-1000,Snacks,99.0,0,156.0,7,False,119.0,105.0,128.42857142857142,118.14285714285714,107.85714285714286,20.571428571428555,1,1.2146829810901003
2026-04-22,SKU-1000,Snacks,76.0,0,80.0,7,False,99.0,117.0,127.57142857142857,119.07142857142857,110.57142857142857,17.0,2,0.6270996640537514
2026-04-23,SKU-1000,Snacks,102.0,0,0.0,7,False,76.0,118.0,121.71428571428571,117.35714285714286,113.0,8.714285714285708,3,0.0
2026-04-24,SKU-1000,Snacks,117.0,0,0.0,7,False,102.0,135.0,119.42857142857143,113.57142857142857,107.71428571428571,11.714285714285722,4,0.0
2026-04-25,SKU-1000,Snacks,76.0,909,833.0,7,False,117.0,156.0,116.85714285714286,113.42857142857143,110.0,6.857142857142861,5,7.128361858190709
2026-04-26,SKU-1000,Snacks,124.0,0,709.0,7,False,76.0,149.0,105.42857142857143,113.14285714285714,120.85714285714286,-15.42857142857143,6,6.724932249322493
2026-04-27,SKU-1000,Snacks,125.0,907,1491.0,7,False,124.0,119.0,101.85714285714286,113.21428571428571,124.57142857142857,-22.714285714285708,0,14.638148667601682
2026-04-28,SKU-1000,Snacks,128.0,0,1363.0,7,False,125.0,99.0,102.71428571428571,115.57142857142857,128.42857142857142,-25.714285714285708,1,13.269819193324063
2026-04-29,SKU-1000,Snacks,42.0,0,1321.0,7,False,128.0,76.0,106.85714285714286,117.21428571428571,127.57142857142857,-20.714285714285708,2,12.36229946524064
2026-04-30,SKU-1000,Snacks,142.0,0,1179.0,7,False,42.0,102.0,102.0,111.85714285714286,121.71428571428571,-19.714285714285708,3,11.558823529411764
2026-05-01,SKU-1000,Snacks,101.0,0,1078.0,7,False,142.0,117.0,107.71428571428571,113.57142857142857,119.42857142857143,-11.714285714285722,4,10.007957559681698
2026-05-02,SKU-1000,Snacks,109.0,0,969.0,7,False,101.0,76.0,105.42857142857143,111.14285714285714,116.85714285714286,-11.42857142857143,5,9.191056910569106
2026-05-03,SKU-1000,Snacks,80.0,0,889.0,7,False,109.0,124.0,110.14285714285714,107.78571428571429,105.42857142857143,4.714285714285708,6,8.071335927367056
2026-05-04,SKU-1000,Snacks,149.0,0,740.0,7,False,80.0,125.0,103.85714285714286,102.85714285714286,101.85714285714286,2.0,0,7.125171939477304
2026-05-05,SKU-1000,Snacks,89.0,0,651.0,7,False,149.0,128.0,107.28571428571429,105.0,102.71428571428571,4.571428571428584,1,6.067909454061251
2026-05-06,SKU-1000,Snacks,108.0,892,1435.0,7,False,89.0,42.0,101.71428571428571,104.28571428571429,106.85714285714286,-5.142857142857153,2,14.108146067415731
2026-05-07,SKU-1000,Snacks,102.0,0,1333.0,7,False,108.0,142.0,111.14285714285714,106.57142857142857,102.0,9.142857142857139,3,11.993573264781492
2026-05-08,SKU-1000,Snacks,62.0,0,1271.0,7,False,102.0,101.0,105.42857142857143,106.57142857142857,107.71428571428571,-2.2857142857142776,4,12.055555555555555
2026-05-09,SKU-1000,Snacks,86.0,0,1185.0,7,False,62.0,109.0,99.85714285714286,102.64285714285714,105.42857142857143,-5.571428571428569,5,11.866952789699571
2026-05-10,SKU-1000,Snacks,93.0,0,1092.0,7,False,86.0,80.0,96.57142857142857,103.35714285714286,110.14285714285714,-13.57142857142857,6,11.307692307692308
2026-05-11,SKU-1000,Snacks,112.0,0,980.0,7,False,93.0,149.0,98.42857142857143,101.14285714285714,103.85714285714286,-5.428571428571431,0,9.95645863570392
2026-05-12,SKU-1000,Snacks,142.0,0,838.0,7,False,112.0,89.0,93.14285714285714,100.21428571428571,107.28571428571429,-14.142857142857153,1,8.996932515337424
2026-05-13,SKU-1000,Snacks,97.0,0,741.0,7,False,142.0,108.0,100.71428571428571,101.21428571428571,101.71428571428571,-1.0,2,7.357446808510638
2026-05-14,SKU-1000,Snacks,150.0,761,1352.0,7,False,97.0,102.0,99.14285714285714,105.14285714285714,111.14285714285714,-12.0,3,13.636887608069165
2026-05-15,SKU-1000,Snacks,111.0,0,1241.0,7,False,150.0,62.0,106.0,105.71428571428571,105.42857142857143,0.5714285714285694,4,11.70754716981132
2026-05-16,SKU-1000,Snacks,90.0,0,1151.0,7,False,111.0,86.0,113.0,106.42857142857143,99.85714285714286,13.142857142857139,5,10.185840707964601
2026-05-17,SKU-1000,Snacks,127.0,0,1024.0,7,False,90.0,93.0,113.57142857142857,105.07142857142857,96.57142857142857,17.0,6,9.016352201257861
2026-05-18,SKU-1000,Snacks,130.0,0,894.0,7,False,127.0,112.0,118.42857142857143,108.42857142857143,98.42857142857143,20.0,0,7.548854041013269
2026-05-19,SKU-1000,Snacks,89.0,0,805.0,7,False,130.0,142.0,121.0,107.07142857142857,93.14285714285714,27.85714285714286,1,6.652892561983471
2026-05-20,SKU-1000,Snacks,96.0,0,709.0,7,False,89.0,97.0,113.42857142857143,107.07142857142857,100.71428571428571,12.714285714285722,2,6.250629722921914
2026-05-21,SKU-1000,Snacks,111.0,0,598.0,7,False,96.0,150.0,113.28571428571429,106.21428571428571,99.14285714285714,14.142857142857153,3,5.278688524590164
2026-05-22,SKU-1000,Snacks,94.0,1055,1559.0,7,False,111.0,111.0,107.71428571428571,106.85714285714286,106.0,1.7142857142857082,4,14.473474801061009
2026-05-23,SKU-1000,Snacks,88.0,0,1471.0,7,False,94.0,90.0,105.28571428571429,109.14285714285714,113.0,-7.714285714285708,5,13.971506105834463
2026-05-24,SKU-1000,Snacks,168.0,0,1303.0,7,False,88.0,127.0,105.0,109.28571428571429,113.57142857142857,-8.57142857142857,6,12.40952380952381
2026-05-25,SKU-1000,Snacks,115.0,0,1188.0,7,False,168.0,130.0,110.85714285714286,114.64285714285714,118.42857142857143,-7.571428571428569,0,10.716494845360824
2026-05-26,SKU-1000,Snacks,136.0,0,1052.0,7,False,115.0,89.0,108.71428571428571,114.85714285714286,121.0,-12.285714285714292,1,9.676741130091985
2026-05-27,SKU-1000,Snacks,122.0,0,930.0,7,False,136.0,96.0,115.42857142857143,114.42857142857143,113.42857142857143,2.0,2,8.056930693069306
2026-05-28,SKU-1000,Snacks,99.0,0,831.0,7,False,122.0,111.0,119.14285714285714,116.21428571428571,113.28571428571429,5.857142857142847,3,6.974820143884893
2026-05-29,SKU-1000,Snacks,155.0,0,676.0,7,False,99.0,94.0,117.42857142857143,112.57142857142857,107.71428571428571,9.714285714285722,4,5.75669099756691
2026-05-30,SKU-1000,Snacks,108.0,773,1341.0,7,False,155.0,88.0,126.14285714285714,115.71428571428571,105.28571428571429,20.857142857142847,5,10.630804077010193
2026-05-31,SKU-1000,Snacks,65.0,0,1276.0,7,False,108.0,168.0,129.0,117.0,105.0,24.0,6,9.891472868217054
2026-06-01,SKU-1000,Snacks,141.0,0,1135.0,7,False,65.0,115.0,114.28571428571429,112.57142857142857,110.85714285714286,3.4285714285714306,0,9.93125
2026-06-02,SKU-1000,Snacks,179.0,0,956.0,7,False,141.0,136.0,118.0,113.35714285714286,108.71428571428571,9.285714285714292,1,8.101694915254237
2026-06-03,SKU-1000,Snacks,84.0,0,872.0,7,False,179.0,122.0,124.14285714285714,119.78571428571429,115.42857142857143,8.714285714285708,2,7.0241657077100115
2026-06-04,SKU-1000,Snacks,139.0,0,733.0,7,False,84.0,99.0,118.71428571428571,118.92857142857143,119.14285714285714,-0.4285714285714306,3,6.174488567990373
2026-06-05,SKU-1000,Snacks,139.0,0,634.0,7,False,139.0,155.0,124.42857142857143,120.92857142857143,117.42857142857143,7.0,4,5.095292766934558
2026-06-06,SKU-1000,Snacks,70.0,0,564.0,7,False,139.0,108.0,122.14285714285714,124.14285714285714,126.14285714285714,-4.0,5,4.617543859649123
2026-06-07,SKU-1000,Snacks,70.0,880,1374.0,7,False,70.0,65.0,116.71428571428571,122.85714285714286,129.0,-12.285714285714292,6,11.77233782129743
2026-06-08,SKU-1000,Snacks,92.0,0,1282.0,7,False,70.0,141.0,117.42857142857143,115.85714285714286,114.28571428571429,3.142857142857139,0,10.91727493917275
2026-06-09,SKU-1000,Snacks,106.0,0,1176.0,7,False,92.0,179.0,110.42857142857143,114.21428571428571,118.0,-7.571428571428569,1,10.649417852522639
2026-06-10,SKU-1000,Snacks,120.0,0,1056.0,7,False,106.0,84.0,100.0,112.07142857142857,124.14285714285714,-24.14285714285714,2,10.56
2026-06-11,SKU-1000,Snacks,112.0,0,944.0,7,False,120.0,139.0,105.14285714285714,111.92857142857143,118.71428571428571,-13.57142857142857,3,8.978260869565217
2026-06-12,SKU-1000,Snacks,152.0,0,792.0,7,False,112.0,139.0,101.28571428571429,112.85714285714286,124.42857142857143,-23.14285714285714,4,7.819464033850493
2026-06-13,SKU-1000,Snacks,109.0,0,683.0,7,False,152.0,70.0,103.14285714285714,112.64285714285714,122.14285714285714,-19.0,5,6.621883656509696
2026-06-14,SKU-1000,Snacks,115.0,0,568.0,7,False,109.0,70.0,108.71428571428571,112.71428571428571,116.71428571428571,-8.0,6,5.2247043363994745
2026-06-15,SKU-1000,Snacks,126.0,0,442.0,7,False,115.0,92.0,115.14285714285714,116.28571428571429,117.42857142857143,-2.285714285714292,0,3.838709677419355
2026-06-16,SKU-1000,Snacks,121.0,0,321.0,7,False,126.0,106.0,120.0,115.21428571428571,110.42857142857143,9.57142857142857,1,2.675
2026-06-17,SKU-1000,Snacks,78.0,0,243.0,7,False,121.0,120.0,122.14285714285714,111.07142857142857,100.0,22.14285714285714,2,1.9894736842105263
2026-06-18,SKU-1000,Snacks,148.0,0,95.0,7,False,78.0,112.0,116.14285714285714,110.64285714285714,105.14285714285714,11.0,3,0.8179581795817958
2026-06-19,SKU-1000,Snacks,72.0,0,23.0,7,False,148.0,152.0,121.28571428571429,111.28571428571429,101.28571428571429,20.0,4,0.1896348645465253
2026-06-20,SKU-1000,Snacks,64.0,944,903.0,7,False,72.0,109.0,109.85714285714286,106.5,103.14285714285714,6.714285714285722,5,8.219765929778934
